阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group F,1,Netherlands,Justin KLUIVERT,MF,7,NED,1999/5/5,27,173,66,478364,https://digitalhub.fifa.com/transform/a80059a3-3430-4e4a-b6c6-fecc2edf4627/KLUIVERT-Justin_478364
世界杯小组赛,Group F,1,Netherlands,Ryan GRAVENBERCH,MF,8,NED,2002/5/16,24,190,83,430176,https://digitalhub.fifa.com/transform/ad5fe14f-b29c-4c20-8477-b00bf14c413f/GRAVENBERCH-Ryan_430176
世界杯小组赛,Group F,1,Netherlands,Tijjani REIJNDERS,MF,14,NED,1998/7/29,27,178,80,483526,https://digitalhub.fifa.com/transform/3f7090ee-2e95-4b6c-a098-729b07484fb2/REIJNDERS-Tijjani_483526
世界杯小组赛,Group F,1,Netherlands,Guus TIL,MF,16,NED,1997/12/22,28,188,78,448157,https://digitalhub.fifa.com/transform/79d54014-e674-49c2-8b01-94958f41743a/TIL-Guus_448157
世界杯小组赛,Group F,1,Netherlands,Teun KOOPMEINERS,MF,20,NED,1998/2/28,28,185,84,448149,https://digitalhub.fifa.com/transform/dd457729-e889-46e1-9845-f6e1b194893e/KOOPMEINERS-Teun_448149
世界杯小组赛,Group F,1,Netherlands,Frenkie DE JONG,MF,21,NED,1997/5/12,29,181,74,422657,https://digitalhub.fifa.com/transform/fe8176f7-bf45-49fc-bd5e-0bfd0c834992/DE-JONG-Frenkie_422657
世界杯小组赛,Group F,1,Netherlands,Quinten TIMBER,MF,26,NED,2001/6/17,25,176,71,484859,https://digitalhub.fifa.com/transform/ac98da17-3346-4d88-b52f-4ce34c82f587/TIMBER-Quinten_484859
世界杯小组赛,Group F,1,Netherlands,Wout WEGHORST,FW,9,NED,1992/8/7,33,197,90,448159,https://digitalhub.fifa.com/transform/3b0de826-85e3-4404-9dbc-6e6ac7675ae3/WEGHORST-Wout_448159
世界杯小组赛,Group F,1,Netherlands,Memphis DEPAY,FW,10,NED,1994/2/13,32,178,78,336098,https://digitalhub.fifa.com/transform/6fe9f49e-5f45-4a44-9807-579be23fc0db/DEPAY-Memphis_336098
世界杯小组赛,Group F,1,Netherlands,Cody GAKPO,FW,11,NED,1999/5/7,27,193,78,448152,https://digitalhub.fifa.com/transform/bbb5637f-0587-4ddd-8a82-604c0d921bb3/GAKPO-Cody_448152
世界杯小组赛,Group F,1,Netherlands,Noa LANG,FW,17,NED,1999/6/17,27,176,70,448153,https://digitalhub.fifa.com/transform/683cef55-109a-4bc3-a41a-8bb4d64d556f/LANG-Noa_448153
世界杯小组赛,Group F,1,Netherlands,Donyell Malen,FW,18,NED,1999/1/19,27,178,68,433066,https://digitalhub.fifa.com/transform/15ebb030-92ea-4165-aa63-5136719b5c7f/MALEN-Donyell_433066
世界杯小组赛,Group F,1,Netherlands,Brian BROBBEY,FW,19,NED,2002/2/1,24,181,80,424051,https://digitalhub.fifa.com/transform/15246275-ff97-404c-bac3-ce793d98c744/BROBBEY-Brian_424051
世界杯小组赛,Group F,1,Netherlands,Crysencio SUMMERVILLE,FW,24,NED,2001/10/30,24,172,63,489518,https://digitalhub.fifa.com/transform/86e9f724-fc5f-4969-92e3-ac658dafacdd/SUMMERVILLE-Crysencio_489518
世界杯小组赛,Group G,4,New Zealand,Max CROCOMBE,GK,1,NZL,1993/8/12,32,190,85,368535,https://digitalhub.fifa.com/transform/0d8fc4f9-7330-4eaa-bbf0-7dfccbec09db/CROCOMBE-Max_368535
世界杯小组赛,Group G,4,New Zealand,Alex PAULSEN,GK,12,NZL,2002/7/4,23,193,76,423574,https://digitalhub.fifa.com/transform/10106faa-f53a-4898-b03a-6688ff48cf53/PAULSEN-Alex_423574
世界杯小组赛,Group G,4,New Zealand,Michael WOUD,GK,22,NZL,1999/1/16,27,196,89,390218,https://digitalhub.fifa.com/transform/a9766a27-9d3c-4856-8462-396d87ee2335/WOUD-Michael_390218
世界杯小组赛,Group G,4,New Zealand,Tim PAYNE,DF,2,NZL,1994/1/10,32,179,78,331463,https://digitalhub.fifa.com/transform/2fd43bf7-76f0-4733-88d4-5d5ca820e91c/PAYNE-Tim_331463
世界杯小组赛,Group G,4,New Zealand,Francis DE VRIES,DF,3,NZL,1994/11/28,31,181,75,440748,https://digitalhub.fifa.com/transform/0f1a06e9-76d0-480c-950a-667f11d41171/DE-VRIES-Francis_440748
世界杯小组赛,Group G,4,New Zealand,Tyler BINDON,DF,4,NZL,2005/1/27,21,190,85,482775,https://digitalhub.fifa.com/transform/14976514-36f8-43b9-80c8-67fb73d13d6b/BINDON-Tyler_482775
世界杯小组赛,Group G,4,New Zealand,Michael BOXALL,DF,5,NZL,1988/8/18,37,191,95,261367,https://digitalhub.fifa.com/transform/e4d41670-878d-4717-b07c-84d09a5f6938/BOXALL-Michael_261367
世界杯小组赛,Group G,4,New Zealand,Liberato CACACE,DF,13,NZL,2000/9/27,25,182,82,405469,https://digitalhub.fifa.com/transform/0954fe05-e301-4ec1-a8ad-2aaccc60d8a7/CACACE-Liberato_405469
世界杯小组赛,Group G,4,New Zealand,Nando PIJNAKER,DF,15,NZL,1999/2/25,27,185,90,419572,https://digitalhub.fifa.com/transform/73a44115-3c98-4cb3-b1d8-4e20cdc7ba23/PIJNAKER-Nando_419572
世界杯小组赛,Group G,4,New Zealand,Finn SURMAN,DF,16,NZL,2003/9/23,22,190,83,463580,https://digitalhub.fifa.com/transform/99c5d1bb-fd52-4ce3-a0e0-8f2e8b1083cf/SURMAN-Finn_463580
世界杯小组赛,Group G,4,New Zealand,Callan ELLIOT,DF,24,NZL,1999/7/7,26,177,70,419567,https://digitalhub.fifa.com/transform/0758a55c-7ba4-4988-bcd8-c2401d5fc9d1/ELLIOT-Callan_419567
世界杯小组赛,Group G,4,New Zealand,Tommy SMITH,DF,26,NZL,1990/3/31,36,188,84,274102,https://digitalhub.fifa.com/transform/a0a2def6-be1c-4394-973e-25d82ed70792/SMITH-Tommy_274102
世界杯小组赛,Group G,4,New Zealand,Joe BELL,MF,6,NZL,1999/4/27,27,182,82,390181,https://digitalhub.fifa.com/transform/37f084e5-faf4-4447-bdf1-c7ac8b0fa6e8/BELL-Joe_390181
世界杯小组赛,Group G,4,New Zealand,Marko STAMENIC,MF,8,NZL,2002/2/19,24,188,78,423595,https://digitalhub.fifa.com/transform/b0e38724-034f-4d1e-a08a-def455a86569/STAMENIC-Marko_423595
世界杯小组赛,Group G,4,New Zealand,Sarpreet SINGH,MF,10,NZL,1999/2/20,27,180,70,390209,https://digitalhub.fifa.com/transform/3c43e6c2-50b4-4cb3-ba2e-e94f9a928edd/SINGH-Sarpreet_390209
世界杯小组赛,Group G,4,New Zealand,Elijah JUST,MF,11,NZL,2000/5/1,26,176,70,405454,https://digitalhub.fifa.com/transform/fe32736f-5d5f-4870-8db3-5b4560835f53/JUST-Elijah_405454
世界杯小组赛,Group G,4,New Zealand,Alex RUFER,MF,14,NZL,1996/6/12,30,180,73,371142,https://digitalhub.fifa.com/transform/cc41974e-475a-4ba0-bb88-ec792a18c3ab/RUFER-Alex_371142
世界杯小组赛,Group G,4,New Zealand,Ben OLD,MF,19,NZL,2002/8/13,23,173,65,423575,https://digitalhub.fifa.com/transform/40fc67b2-858c-4985-9db3-ef1e32b864e9/OLD-Ben_423575
世界杯小组赛,Group G,4,New Zealand,Callum McCOWATT,MF,20,NZL,1999/4/30,27,180,75,390196,https://digitalhub.fifa.com/transform/e2c1ff8e-bc45-46aa-b217-a6c2c588c497/McCOWATT-Callum_390196
世界杯小组赛,Group G,4,New Zealand,Ryan THOMAS,MF,23,NZL,1994/12/20,31,176,70,336641,https://digitalhub.fifa.com/transform/daf68d11-59d7-46f3-98ec-25a359c8a3a9/THOMAS-Ryan_336641
世界杯小组赛,Group G,4,New Zealand,Lachlan BAYLISS,MF,25,NZL,2002/7/24,23,178,75,484817,https://digitalhub.fifa.com/transform/d63e6762-f433-47f1-82b3-be3627b12941/BAYLISS-Lachlan_484817
世界杯小组赛,Group G,4,New Zealand,Logan ROGERSON,FW,7,NZL,1998/5/28,28,182,75,390205,https://digitalhub.fifa.com/transform/009066e3-bc4c-48e9-af6c-1a7065946bd5/LOGAN-ROGERSON_390205
世界杯小组赛,Group G,4,New Zealand,Chris WOOD,FW,9,NZL,1991/12/7,34,191,94,274078,https://digitalhub.fifa.com/transform/431bf921-6e73-469f-87bd-3fb2c010966e/WOOD-Chris_274078
世界杯小组赛,Group G,4,New Zealand,Kosta BARBAROUSES,FW,17,NZL,1990/2/19,36,171,74,269592,https://digitalhub.fifa.com/transform/485b38ee-9a46-4494-b518-952574e944e6/BARBAROUSES-Kosta_269592
世界杯小组赛,Group G,4,New Zealand,Ben WAINE,FW,18,NZL,2001/6/11,25,185,80,419577,https://digitalhub.fifa.com/transform/88f867f6-433a-4846-a145-fc06b8aac544/WAINE-Ben_419577
世界杯小组赛,Group G,4,New Zealand,Jesse RANDALL,FW,21,NZL,2002/8/19,23,176,72,416652,https://digitalhub.fifa.com/transform/22bc60f6-3a5a-4df2-8493-b3193cf0cf22/RANDALL-Jesse_416652
世界杯小组赛,Group I,2,Norway,Orjan NYLAND,GK,1,NOR,1990/9/10,35,192,91,373235,https://digitalhub.fifa.com/transform/4abc883f-1368-46d6-8849-308d06b641e6/NYLAND-Orjan_373235
世界杯小组赛,Group I,2,Norway,Sander TANGVIK,GK,12,NOR,2002/11/29,23,193,87,514479,https://digitalhub.fifa.com/transform/c7cb7af6-fa0d-4795-bdba-c53bed58e3fa/TANGVIK-Sander_514479
世界杯小组赛,Group I,2,Norway,Egil SELVIK,GK,13,NOR,1997/7/30,28,187,88,483535,https://digitalhub.fifa.com/transform/b6e7f73a-c70c-4f7c-b0a4-37c8961fb019/SELVIK-Egil_483535
世界杯小组赛,Group I,2,Norway,Kristoffer AJER,DF,3,NOR,1998/4/17,28,198,87,483516,https://digitalhub.fifa.com/transform/28de8091-50a6-4c54-9e7b-62788b087a3a/AJER-Kristoffer_483516
世界杯小组赛,Group I,2,Norway,Leo OSTIGARD,DF,4,NOR,1999/11/28,26,183,81,419672,https://digitalhub.fifa.com/transform/548ecd96-6fc9-40f2-b020-7b3a02391341/OSTIGARD-Leo_419672
世界杯小组赛,Group I,2,Norway,David MOLLER WOLFE,DF,5,NOR,2002/4/23,24,185,79,483505,https://digitalhub.fifa.com/transform/27678ee5-00fb-4d48-ac88-402cab97d566/MOLLER-WOLFE-David_483505
世界杯小组赛,Group I,2,Norway,Fredrik Andre BJORKAN,DF,15,NOR,1998/8/21,27,180,74,483530,https://digitalhub.fifa.com/transform/d46985d1-90f0-4e2a-91f2-d00c0c98d796/BJORKAN-Fredrik-Andre_483530
世界杯小组赛,Group I,2,Norway,Marcus HOLMGREN PEDERSEN,DF,16,NOR,2000/7/16,25,184,77,494625,https://digitalhub.fifa.com/transform/7c96cbed-5df4-46f9-b1f4-b9abbbe7e9d1/HOLMGREN-PEDERSEN-Marcus_494625
世界杯小组赛,Group I,2,Norway,Torbjorn HEGGEM,DF,17,NOR,1999/1/12,27,192,80,491244,https://digitalhub.fifa.com/transform/e7b048fd-7217-470a-9820-eb8b6eab0286/HEGGEM-Torbjorn_491244
世界杯小组赛,Group I,2,Norway,Sondre LANGAS,DF,24,NOR,2001/2/2,25,190,86,489696,https://digitalhub.fifa.com/transform/31dda581-ef96-4ab5-a82d-9f5f59a3dd31/LANGAS-Sondre_489696
世界杯小组赛,Group I,2,Norway,Henrik FALCHENER,DF,25,NOR,2003/5/8,23,194,86,520112,https://digitalhub.fifa.com/transform/2990fade-76fd-431e-b7ec-6551ca61de8c/FALCHENER-Henrik_520112
世界杯小组赛,Group I,2,Norway,Morten Thorsby,MF,2,NOR,1996/5/5,30,188,76,433067,https://digitalhub.fifa.com/transform/b1ea3949-8267-4285-b1ed-200204779d50/THORSBY-Morten_433067
世界杯小组赛,Group I,2,Norway,Patrick BERG,MF,6,NOR,1997/11/24,28,178,74,483442,https://digitalhub.fifa.com/transform/aa692fb8-40c4-4273-a583-46ca3f57c34c/BERG-Patrick_483442
世界杯小组赛,Group I,2,Norway,Sander BERGE,MF,8,NOR,1998/2/14,28,195,96,404645,https://digitalhub.fifa.com/transform/b7cf7654-f43e-4993-975e-5a2a0d5633f8/BERGE-Sander_404645
世界杯小组赛,Group I,2,Norway,Martin ODEGAARD,MF,10,NOR,1998/12/17,27,178,72,400716,https://digitalhub.fifa.com/transform/2b895db6-7f67-4436-b8da-54bdf0dd2e2b/ODEGAARD-Martin_400716
世界杯小组赛,Group I,2,Norway,Fredrik AURSNES,MF,14,NOR,1995/12/10,30,181,69,483497,https://digitalhub.fifa.com/transform/5bf9f1d6-b7ec-4c50-9337-059f6eb0c097/AURSNES-Fredrik_483497
世界杯小组赛,Group I,2,Norway,Kristian Thorstvedt,MF,18,NOR,1999/3/13,27,189,85,419681,https://digitalhub.fifa.com/transform/4680df24-b4b3-46e5-9b38-01800898afa5/THORSTVEDT-Kristian_419681
世界杯小组赛,Group I,2,Norway,Thelo AASGAARD,MF,19,NOR,2002/5/2,24,188,87,494627,https://digitalhub.fifa.com/transform/46e2bce8-3733-457f-8307-9fd06eeda4ce/AASGAARD-Thelo_494627
世界杯小组赛,Group I,2,Norway,Andreas SCHJELDERUP,MF,21,NOR,2004/6/1,22,177,72,494626,https://digitalhub.fifa.com/transform/22f44194-f9c4-46c1-8621-f9680f7d73bc/SCHJELDERUP-Andreas_494626
世界杯小组赛,Group I,2,Norway,Oscar BOBB,MF,22,NOR,2003/7/12,22,177,70,477470,https://digitalhub.fifa.com/transform/8cadf37e-ea31-43d7-bc0d-935e74adfe95/BOBB-Oscar_477470
世界杯小组赛,Group I,2,Norway,Jens Petter HAUGE,MF,23,NOR,1999/10/12,26,184,75,419654,https://digitalhub.fifa.com/transform/6230b1c1-3c6f-4cfc-9afd-440e1cf3df09/HAUGE-Jens-Petter_419654
世界杯小组赛,Group I,2,Norway,Alexander SORLOTH,FW,7,NOR,1995/12/5,30,196,96,398588,https://digitalhub.fifa.com/transform/23bcc976-2dbc-4fe2-b844-1878ff0cd354/SORLOTH-Alexander_398588
世界杯小组赛,Group I,2,Norway,Erling HAALAND,FW,9,NOR,2000/7/21,25,195,94,419652,https://digitalhub.fifa.com/transform/ee269811-9f84-401f-99b8-e953a2704ebb/HAALAND-Erling_419652
世界杯小组赛,Group I,2,Norway,Jorgen STRAND LARSEN,FW,11,NOR,2000/2/6,26,193,81,419662,https://digitalhub.fifa.com/transform/116d01b5-9d0d-4456-a5a8-0e63a16b9862/STRAND-LARSEN-Jorgen_419662
世界杯小组赛,Group I,2,Norway,Antonio NUSA,FW,20,NOR,2005/4/17,21,183,73,483448,https://digitalhub.fifa.com/transform/8522d4db-c622-4f88-9b98-62753ca74eec/NUSA-Antonio_483448
世界杯小组赛,Group I,2,Norway,Julian RYERSON,FW,26,NOR,1997/11/17,28,186,86,483496,https://digitalhub.fifa.com/transform/cf3ebe3b-012d-411b-af4e-ba0b59bb9e17/RYERSON-Julian_483496
世界杯小组赛,Group L,4,Panama,Luis MEJIA,GK,1,PAN,1991/3/16,35,193,80,267702,https://digitalhub.fifa.com/transform/2adff111-751a-46e3-b3c3-e3e37c8416cd/MEJIA-Luis_267702
世界杯小组赛,Group L,4,Panama,Cesar SAMUDIO,GK,12,PAN,1994/2/23,32,189,91,441402,https://digitalhub.fifa.com/transform/7ad848a3-35dc-465c-b10b-e3ef9dcc7813/SAMUDIO-Cesar_441402
世界杯小组赛,Group L,4,Panama,Orlando MOSQUERA,GK,22,PAN,1994/12/25,31,191,98,441241,https://digitalhub.fifa.com/transform/050825b5-4cad-4874-8aa9-fdf8bda50819/MOSQUERA-Orlando_441241
世界杯小组赛,Group L,4,Panama,Cesar BLACKMAN,DF,2,PAN,1998/4/2,28,174,77,441242,https://digitalhub.fifa.com/transform/b6125765-d10e-468b-a80a-be2118629de6/BLACKMAN-Cesar_441242
世界杯小组赛,Group L,4,Panama,Jose CORDOBA,DF,3,PAN,2001/6/3,25,189,88,418715,https://digitalhub.fifa.com/transform/ba65e55e-dd66-4931-bae7-ca55b6f0c719/CORDOBA-Jose_418715
世界杯小组赛,Group L,4,Panama,Fidel ESCOBAR,DF,4,PAN,1995/1/9,31,184,82,385030,https://digitalhub.fifa.com/transform/0163854c-2dc3-4f41-8994-af78cc54ad9f/ESCOBAR-Fidel_385030
世界杯小组赛,Group L,4,Panama,Edgardo FARINA,DF,5,PAN,2001/10/19,24,195,86,480313,https://digitalhub.fifa.com/transform/9252feca-b71a-4c49-be3c-80a366e02c51/FARINA-Edgardo_480313
世界杯小组赛,Group L,4,Panama,Jiovany RAMOS,DF,13,PAN,1997/1/26,29,188,82,480310,https://digitalhub.fifa.com/transform/eba19de2-1ee7-4c78-83c4-f273a6202f2e/RAMOS-Jiovany_480310
世界杯小组赛,Group L,4,Panama,Carlos HARVEY,DF,14,PAN,2000/2/3,26,184,84,418729,https://digitalhub.fifa.com/transform/498810de-6369-469e-8df9-db21395d1ee0/HARVEY-Carlos_418729
世界杯小组赛,Group L,4,Panama,Eric DAVIS,DF,15,PAN,1991/3/31,35,180,80,337232,https://digitalhub.fifa.com/transform/15739adf-0945-4a5d-bafa-abfaa784cce9/DAVIS-Eric_337232
世界杯小组赛,Group L,4,Panama,Andres ANDRADE,DF,16,PAN,1998/10/16,27,187,86,441240,https://digitalhub.fifa.com/transform/7cb0d726-e204-4173-830c-0384eb857207/ANDRADE-Andres_441240
世界杯小组赛,Group L,4,Panama,Amir MURILLO,DF,23,PAN,1996/2/11,30,185,82,385031,https://digitalhub.fifa.com/transform/018c385a-4ec9-457e-8c6b-71ed2be9c0fd/MURILLO-Amir_385031
世界杯小组赛,Group L,4,Panama,Roderick MILLER,DF,25,PAN,1992/4/3,34,190,86,344582,https://digitalhub.fifa.com/transform/c49e9539-7f3a-4566-bc73-0a1d80f69c85/MILLER-Roderick_344582
世界杯小组赛,Group L,4,Panama,Jorge GUTIERREZ,DF,26,PAN,1998/9/1,27,171,70,441239,https://digitalhub.fifa.com/transform/b324619d-d774-4bb5-876b-40845697efe8/GUTIERREZ-Jorge_441239
世界杯小组赛,Group L,4,Panama,Cristian MARTINEZ,MF,6,PAN,1997/2/6,29,170,72,395581,https://digitalhub.fifa.com/transform/153e5b43-6e20-486d-bf4c-d0ff9615e9c6/MARTINEZ-Cristian_395581
世界杯小组赛,Group L,4,Panama,Jose Luis RODRIGUEZ,MF,7,PAN,1998/6/19,28,180,81,411176,https://digitalhub.fifa.com/transform/61c1c941-31d5-456d-b55f-dc30700adba9/RODRIGUEZ-Jose-Luis_411176
世界杯小组赛,Group L,4,Panama,Adalberto CARRASQUILLA,MF,8,PAN,1998/11/28,27,171,78,385833,https://digitalhub.fifa.com/transform/e65ebda4-7a66-4117-98d1-f97c1bda19d5/CARRASQUILLA-Adalberto_385833
世界杯小组赛,Group L,4,Panama,Ismael DIAZ,MF,10,PAN,1997/5/12,29,184,81,372342,https://digitalhub.fifa.com/transform/5d8477c7-2f01-40fd-bc37-fbb35a936957/DIAZ-Ismael_372342
世界杯小组赛,Group L,4,Panama,Edgar Yoel BARCENAS,MF,11,PAN,1993/10/23,32,175,72,400416,https://digitalhub.fifa.com/transform/c34b4b07-7452-4e8b-a429-ad73f1f9277d/BARCENAS-Edgar-Yoel_400416
世界杯小组赛,Group L,4,Panama,Alberto QUINTERO,MF,19,PAN,1987/12/18,38,165,62,271116,https://digitalhub.fifa.com/transform/98334cd9-f4b4-4f2f-9b57-5cc547a75ec8/QUINTERO-Alberto_271116
世界杯小组赛,Group L,4,Panama,Anibal GODOY,MF,20,PAN,1990/2/10,36,184,82,269514,https://digitalhub.fifa.com/transform/c0f17753-49b2-481c-8924-9f9f1b081bcf/GODOY-Anibal_269514
世界杯小组赛,Group L,4,Panama,Cesar YANIS,MF,21,PAN,1996/1/28,30,160,57,441243,https://digitalhub.fifa.com/transform/6a0310f0-a008-4d4e-adc9-d46fbf9ece31/YANIS-Cesar_441243
世界杯小组赛,Group L,4,Panama,Tomas RODRIGUEZ,FW,9,PAN,1999/3/9,27,183,82,418747,https://digitalhub.fifa.com/transform/1f4bd86b-0e56-41f3-9f80-5e7388ff9848/RODRIGUEZ-Tomas_418747
世界杯小组赛,Group L,4,Panama,Jose FAJARDO,FW,17,PAN,1993/8/18,32,184,80,411174,https://digitalhub.fifa.com/transform/b120b6ef-1340-49c3-9400-dbe883606d5e/FAJARDO-Jose_411174
世界杯小组赛,Group L,4,Panama,Cecilio Waterman,FW,18,PAN,1991/4/13,35,180,81,337251,https://digitalhub.fifa.com/transform/88587975-f375-48cb-bd3d-662e2095c8ca/WATERMAN-Cecilio_337251
世界杯小组赛,Group L,4,Panama,Azarias LONDONO,FW,24,PAN,2001/6/21,25,185,87,466669,https://digitalhub.fifa.com/transform/cb7b28b7-dbcb-4240-a32d-c5e6cd289240/LONDONO-Azarias_466669
世界杯小组赛,Group D,3,Paraguay,Gatito FERNANDEZ,GK,1,PAR,1988/3/29,38,191,88,318647,https://digitalhub.fifa.com/transform/d606fc1a-1644-428f-ada8-69c93198e5b3/FERNANDEZ-Gatito_318647
世界杯小组赛,Group D,3,Paraguay,Orlando GILL,GK,12,PAR,2000/6/11,26,190,83,494531,https://digitalhub.fifa.com/transform/29bae713-62ca-48da-8655-9c2caa0e728d/GILL-Orlando_494531
世界杯小组赛,Group D,3,Paraguay,Gaston OLVEIRA,GK,22,PAR,1993/4/21,33,191,83,447991,https://digitalhub.fifa.com/transform/732355e7-ab77-473e-b0eb-25ac3fcdaac2/OLVEIRA-Gaston_447991
世界杯小组赛,Group D,3,Paraguay,Gustavo VELAZQUEZ,DF,2,PAR,1991/4/17,35,189,79,486875,https://digitalhub.fifa.com/transform/3640b6b7-6993-46be-a35e-e6620579e3c7/VELAZQUEZ-Gustavo_486875
世界杯小组赛,Group D,3,Paraguay,Omar ALDERETE,DF,3,PAR,1996/12/26,29,190,87,431202,https://digitalhub.fifa.com/transform/2b408b3b-5027-445e-9b55-6139deed7bea/ALDERETE-Omar_431202
世界杯小组赛,Group D,3,Paraguay,Juan Jose CACERES,DF,4,PAR,2000/6/1,26,187,78,479601,https://digitalhub.fifa.com/transform/b465c59f-b480-4f3d-8f30-bb61a29aa6cb/CACERES-Juan-Jose_479601
世界杯小组赛,Group D,3,Paraguay,Fabian BALBUENA,DF,5,PAR,1991/8/23,34,188,84,394829,https://digitalhub.fifa.com/transform/eac9ab63-eeed-412a-9ba7-4c5e6be05852/BALBUENA-Fabian_394829
世界杯小组赛,Group D,3,Paraguay,Junior ALONSO,DF,6,PAR,1993/2/9,33,184,81,369749,https://digitalhub.fifa.com/transform/241fe8c3-a33e-411a-8eca-e81cc3fba926/ALONSO-Junior_369749
世界杯小组赛,Group D,3,Paraguay,Jose CANALE,DF,13,PAR,1996/7/20,29,192,87,520066,https://digitalhub.fifa.com/transform/2039b54f-7036-444c-90d0-da1f89780077/CANALE-Jose_520066
世界杯小组赛,Group D,3,Paraguay,Gustavo GOMEZ,DF,15,PAR,1993/5/6,33,179,69,369744,https://digitalhub.fifa.com/transform/d37c65ce-135e-4bd4-b870-2c2548b93e2d/GOMEZ-Gustavo_369744
世界杯小组赛,Group D,3,Paraguay,Alexandro MAIDANA,DF,26,PAR,2005/7/26,20,173,73,505495,https://digitalhub.fifa.com/transform/e9ad29de-acf1-4cfd-b387-7edf7f480db4/MAIDANA-Alexandro_505495
世界杯小组赛,Group D,3,Paraguay,Ramon SOSA,MF,7,PAR,1999/8/31,26,178,75,463125,https://digitalhub.fifa.com/transform/fb29327f-14b3-4b8f-af4e-3816404afaed/SOSA-Ramon_463125
世界杯小组赛,Group D,3,Paraguay,Diego GOMEZ,MF,8,PAR,2003/3/27,23,183,89,463128,https://digitalhub.fifa.com/transform/88e45d01-241d-4d9d-8b40-3f2cb2963d4d/GOMEZ-Diego_463128
世界杯小组赛,Group D,3,Paraguay,Miguel ALMIRON,MF,10,PAR,1994/2/10,32,178,65,369761,https://digitalhub.fifa.com/transform/62600270-27f4-432a-8f1f-1014124829c1/ALMIRON-Miguel_369761
世界杯小组赛,Group D,3,Paraguay,MAURICIO,MF,11,PAR,2001/6/22,25,175,77,495046,https://digitalhub.fifa.com/transform/20e6d2dd-4d4a-418b-ae0f-0cbcb299d61b/MAURICIO_495046
世界杯小组赛,Group D,3,Paraguay,Andres CUBAS,MF,14,PAR,1996/5/11,30,166,63,385306,https://digitalhub.fifa.com/transform/5f115675-51fb-4e0c-ac8c-7226b762b4a1/CUBAS-Andres_385306
世界杯小组赛,Group D,3,Paraguay,Damian BOBADILLA,MF,16,PAR,2001/7/11,24,180,76,476348,https://digitalhub.fifa.com/transform/720524b9-bfc5-4139-a873-cba0a35bfa95/BOBADILLA-Damian_476348
世界杯小组赛,Group D,3,Paraguay,Braian OJEDA,MF,20,PAR,2000/6/27,26,173,67,406205,https://digitalhub.fifa.com/transform/4075346b-2148-424c-b178-1a7cdd863bd2/OJEDA-Braian_406205
世界杯小组赛,Group D,3,Paraguay,Matias GALARZA,MF,23,PAR,2002/2/11,24,175,67,424422,https://digitalhub.fifa.com/transform/ce774da7-eea7-475e-8526-8227b5068dc3/GALARZA-Matias_424422
世界杯小组赛,Group D,3,Paraguay,Gustavo CABALLERO,MF,24,PAR,2001/9/21,24,189,75,485804,https://digitalhub.fifa.com/transform/ccf6784f-8528-4d47-ba72-500d47ac51af/CABALLERO-Gustavo_485804
世界杯小组赛,Group D,3,Paraguay,Antonio SANABRIA,FW,9,PAR,1996/3/4,30,180,69,369768,https://digitalhub.fifa.com/transform/97bc175a-1e5c-417f-ab23-492237ddb3ab/SANABRIA-Antonio_369768
世界杯小组赛,Group D,3,Paraguay,Alejandro ROMERO GAMARRA,FW,17,PAR,1995/1/11,31,165,74,386458,https://digitalhub.fifa.com/transform/f1ba51b5-2593-413f-9d87-a464060e20ff/ROMERO-GAMARRA-Alejandro_386458
世界杯小组赛,Group D,3,Paraguay,Alex ARCE,FW,18,PAR,1995/6/16,31,188,83,485802,https://digitalhub.fifa.com/transform/14209263-2bf9-442b-8d6b-485492f712dd/ARCE-Alex_485802
世界杯小组赛,Group D,3,Paraguay,Julio ENCISO,FW,19,PAR,2004/1/23,22,168,64,441234,https://digitalhub.fifa.com/transform/aa8ef158-6636-46a9-a6fb-185a2f92ad95/ENCISO-Julio_441234
世界杯小组赛,Group D,3,Paraguay,Gabriel AVALOS,FW,21,PAR,1991/7/9,34,185,78,463127,https://digitalhub.fifa.com/transform/58eb53dc-567a-489a-b2f9-3a905f5841b7/AVALOS-Gabriel_463127
世界杯小组赛,Group D,3,Paraguay,Isidro PITTA,FW,25,PAR,1999/8/14,26,185,78,489417,https://digitalhub.fifa.com/transform/9b776bee-7e1b-47b0-b4ef-526ff72ac93f/PITTA-Isidro_489417
世界杯小组赛,Group K,2,Portugal,DIOGO COSTA,GK,1,POR,1999/9/19,26,188,86,403001,https://digitalhub.fifa.com/transform/7c3541e5-a8cb-458c-b368-7f57c1b5ae03/DIOGO-COSTA_403001
世界杯小组赛,Group K,2,Portugal,JOSE SA,GK,12,POR,1993/1/17,33,192,80,368689,https://digitalhub.fifa.com/transform/167fd8ff-0a3f-4c15-adc8-859e9d81caa3/JOSE-SA_368689
世界杯小组赛,Group K,2,Portugal,RUI SILVA,GK,22,POR,1994/2/7,32,191,78,448092,https://digitalhub.fifa.com/transform/11360803-25b9-4af9-b4a1-5916e0cd03cb/RUI-SILVA_448092
世界杯小组赛,Group K,2,Portugal,NELSON SEMEDO,DF,2,POR,1993/11/16,32,179,66,395212,https://digitalhub.fifa.com/transform/7b97ea5c-f883-424a-9133-eead7e175b00/NELSON-SEMEDO_395212
